fraud_label,transaction_count,account_balance,transaction_frequency_sent,transaction_frequency_received,unique_contacts_sent,unique_contacts_received,avg_value_sent,avg_value_received,total_ether_sent,total_ether_received,contract_creation
0,810,-279.2244185,844.26,1093.71,118,40,1.200681,6.589513,865.6910932,586.4666748,0
0,102,-0.001818811,12709.07,2958.44,14,5,0.032844,0.385685,3.08729702,3.085478209,0
0,12,0.000441,246194.54,2434.02,2,10,1.7943080000000002,0.358906,3.58861565,3.58905665,0
0,34,-854.6463028999998,10219.6,15785.09,13,7,70.001834,99.48884,1750.0458620000004,895.399559,0
0,4619,-50.89698629,36.61,10707.77,19,7,0.022688,2.671095,104.3188828,53.4218965,1
0,5,0.001008,9900.12,375.48,1,2,4.851858,3.2349080000000003,9.70371586,9.70472386,0
0,36,0.016871896,69.46,629.44,20,9,0.482496,1.098115,12.0623941,12.079266,0
0,218,-4.2479024160000005,1497.39,176.84,3,3,0.040861,0.891098,8.703392156,4.45548974,0
0,2,0.00062,0.0,0.0,1,1,1.99938,2.0,1.99938,2.0,0
0,11,-98.977,2570.59,3336.01,4,2,18.634625,16.7,149.077,50.1,0
0,20,0.007636018,32.45,12921.57,1,2,1.004055,1.004819,10.04055439,10.04819041,0
0,254,0.004047714,3716.41,1448.09,3,4,103.974875,3.381313,831.799,831.8030477000002,0
0,17,12.30665958,0.0,12431.27,0,4,0.0,0.769166,0.0,12.30665958,1
0,9,0.097217423,9520.7,5776.32,4,2,0.037563,0.180079,0.262941117,0.36015854,0
0,56,-1422.982347,14106.66,3742.82,21,11,102.312148,77.125266,3273.988723,1851.0063760000005,0
0,38,0.086741405,757.91,11.08,13,3,0.044268,0.530615,1.5051029580000002,1.591844363,1
0,114,0.023940002,3.13,4923.24,2,2,0.203593,0.204013,11.6048114,11.6287514,0
0,37,-75.09543387,27681.45,11171.03,15,6,9.896423,16.564688,257.307,182.2115661,0
0,5,0.001323,770.29,3.82,3,1,9.255226,13.8835,27.765677,27.767,0
0,4,0.001026218,163.78,1.11,2,2,50.499487,50.5,100.9989738,101.0,0
0,19,101.9235724,0.0,6324.45,0,5,0.0,5.662421,0.0,101.9235724,1
0,14,-98.24164672,725.77,41108.66,3,4,22.441764000000006,8.407243,157.09235049999995,58.85070376,0
0,9,0.002245057,91.14,64.3,5,4,1.749551,2.1875,8.747754943,8.75,0
0,134,33.07587621,2477.34,6928.28,2,1,1.2625,0.342666,10.1,43.17587621,0
0,18,82.62366163,0.0,13339.9,0,6,0.0,4.860215,0.0,82.62366163,1
0,2,0.00126,0.0,0.0,1,1,4.99774,4.999,4.99774,4.999,0
0,85,-27.341,1797.42,60933.08,7,3,0.760256,11.666667,62.341,35.0,0
0,2,0.00126,0.0,0.0,1,1,0.546389,0.5476489999999999,0.54638892,0.54764892,0
0,7,-3.882478376,155.22,112602.93,3,3,2.104909,1.512385,8.419634776,4.5371564000000015,0
0,73,-188.368881,14626.26,6594.93,34,7,43.052269,167.979641,2540.083853,2351.714972,0
0,54,26.75944516,0.0,5498.63,0,4,0.0,0.504895,0.0,26.75944516,1
0,21,0.00761642,3.33,51068.75,1,8,5.621492,5.11114,56.21491815,56.22253457,0
0,3,1.74798122,1128.56,0.0,2,1,0.0,1.7479810000000002,0.0,1.74798122,0
0,12,0.039265736,2152.95,680.22,6,1,0.011073,0.075,0.110734264,0.15,0
0,695,1123.399095,0.0,648.26,0,4,0.0,1.618731,0.0,1123.399095,1
0,8959,-2891.354427,45.91,58.88,2212,1337,37.84572100000001,74.622817,225938.9558,223047.6014,0
0,2,0.003,0.0,0.0,1,1,0.0,0.003,0.0,0.003,0
0,4443,0.03299662,1067.84,128.81,4,1,67.923395,1.055731,4618.790832,4618.823828000001,0
0,7,-5.467189299999999,1051.87,85496.6,3,2,3.683667,1.395953,11.050999999999998,5.583810700000001,0
0,10003,44.0,2.12,0.92,2,3,0.0,11.0,0.0,44.0,3
0,12,0.952613114,17441.04,1245.91,4,2,6.226376,18.996667,56.03738689,56.99,0
0,21,-88.86,45561.42,26284.49,5,7,20.32769200000001,21.925,264.26,175.4,0
0,9,-8.166350999999999,379.78,56424.63,1,6,4.5,0.888941,13.5,5.333648999999999,0
0,39,-17.34361821,1478.05,51541.26,11,3,2.307983,9.803306,76.16345259,58.81983438,0
0,3,0.001026218,164.22,0.0,2,1,50.499487,101.0,100.9989738,101.0,0
0,12,0.003489099,1790.44,450.56,2,5,2.614933,2.615514,15.68959511,15.69308421,0
0,5,-6.9114960000000005,803.95,112925.21,2,2,6.955748,2.333333,13.911496,7.0,0
0,15,-1.6564050330000002,18649.44,15420.31,6,3,0.759219,1.67375,8.351405032999999,6.695,0
0,4024,-10.64504551,65.85,32.24,1205,1471,15.276167,18.736369,33867.26324,33856.6182,0
0,17,-398.775,181.7,56819.72,7,5,59.51666700000001,63.085,714.2,315.425,0
0,48,-629.3501786,23359.72,27049.27,23,6,85.766674,182.498725,3001.833603,2372.483424,0
0,9,-91.51193767,20827.93,0.0,2,1,12.688992,10.0,101.5119377,10.0,0
0,321,-34.0981,4183.18,1470.01,103,57,3.288313,4.007761,595.1846,561.0865,0
0,58,-66.3030896,1969.46,288.59,13,4,6.758479,25.810391,324.407,258.1039104,0
0,10002,-3743.443847,76.32,74.96,1129,4848,43.26697,21.959042,148146.1047,144402.6609,2
0,12,0.002762225,26.01,82.8,1,5,1.047197,1.047658,6.283183805,6.28594603,0
0,6,0.0013463879999999,8174.66,3.43,1,1,0.146551,0.147,0.439653612,0.441,0
0,7,0.00536902,628.48,672.28,4,2,1.3723459999999998,3.433549,6.86172829,6.86709731,0
0,2,0.00105,0.0,0.0,1,1,0.8538209999999999,0.8548709999999999,0.85382138,0.85487138,0
0,2,0.00042,0.0,0.0,1,1,0.134569,0.134989,0.13456893,0.13498893,0
0,34,0.05797088,22.94,14237.49,1,1,0.047446,0.050856,0.80657981,0.86455069,0
0,15,42.06374870000001,7750.02,59605.36,5,2,1.013286,6.1445940000000006,7.093,49.1567487,0
0,35,0.090278633,621.07,5012.75,10,9,48.273105,39.759632,675.82347,675.9137486000002,4
0,17,-1.622766947,13243.1,38530.77,6,5,0.421015,0.270796,3.789138127,2.16637118,0
0,1054,50.00667943,5815.7,845.41,30,1,6.696126,0.24501,200.883777,250.89045640000003,0
0,130,-3.670073533,1905.13,728.9,8,4,0.647486,12.769696,80.28824888,76.61817535,0
0,6,0.001907957,24.63,3319.39,1,3,5.281031,5.281667,15.84309204,15.845,0
0,9,0.0048509999999999,59.56,24076.63,2,2,0.21567,0.173506,0.86268094,0.86753194,0
0,2,0.000441,0.0,0.0,1,1,11.999559,12.0,11.999559,12.0,0
0,5,-19.90586873,56814.86,62086.18,3,2,13.301956,10.0,39.90586873,20.0,0
0,6,0.001886545,2.23,0.0,4,2,500.249528,1000.5,2000.998113,2001.0,0
0,52,0.012708609,52.48,287.13,1,13,2.375185,2.036327,57.00443406,57.01714267,0
0,13,-17.96892874,1466.39,44699.56,2,5,15.753561,10.936062,94.52136494,76.5524362,0
0,11,0.004221,25905.07,1129.25,2,1,11.41756,13.701916,68.50535928,68.50958028,0
0,174,-14.6304328,3834.85,2945.2,63,18,3.5717830000000004,7.878402,432.1857424,417.5553096,0
0,33,0.025560232,3880.52,1645.59,12,5,2.350007,4.114642,49.35013842,49.37569865,0
0,32,-50.42288815,21466.84,20051.27,11,5,4.835781,6.755565,111.2229715,60.80008333,0
0,25,-0.367999256,1904.23,4621.92,11,9,1.118571,1.9476830000000005,17.89714367,17.52914441,0
0,1175,-14.37230628,248.61,17068.13,72,9,1.206055,72.622476,1394.199349,1379.827042,0
0,112,-79.63904036,10154.24,5026.86,41,10,3.933071,10.501527,342.1772031000001,262.5381628,0
0,20,0.31,674.61,221.0,10,2,15.825,63.3775,253.2,253.51,0
0,79,-1633.635915,3517.86,7188.55,22,11,100.90074,110.350012,4944.136269,3310.500353,0
0,6,0.00252,20.41,0.0,4,1,20.199496,101.0,100.99748,101.0,0
0,34,46.27232361,0.0,8831.65,0,5,0.0,1.402192,0.0,46.27232361,1
0,69,0.35855313,244.78,169.09,4,3,0.010066,0.121569,0.614,0.97255313,0
0,2,0.0022,0.0,0.0,1,1,0.447277,0.4494770000000001,0.44727692,0.44947692,0
0,2,0.00062,0.0,0.0,1,1,0.8669899999999999,0.86761,0.8669901309999999,0.867610131,0
0,5,-0.380176274,408.32,170321.78,2,2,0.280059,0.23,0.8401762740000001,0.46,0
0,125,-18.67313494,5801.32,3041.25,24,10,8.995439,18.64848,764.6123200000002,745.9391851,0
0,5,0.001414909,3.6,0.0,3,2,666.999528,1000.5,2000.998585,2001.0,0
0,2,0.00325311,0.0,0.0,1,1,0.996747,1.0,0.99674689,1.0,0
0,34,0.011052491,13.67,40512.33,3,5,12.28679,12.28744,208.8754299,208.8864824,0
0,5,-0.00776788,193.0,0.0,2,1,0.099442,0.39,0.39776788,0.39,0
0,14,0.029906,20981.23,121771.36,6,3,2.833016,10.397695,31.16317907,31.19308507,0
0,14,-358.9803421000001,129.61,26178.65,2,5,240.576616,32.977228000000004,721.7298479,362.7495057,0
0,2,0.00126,0.0,0.0,1,1,0.7316159999999999,0.732876,0.7316159999999999,0.732876,0
0,5,0.001414909,5.88,0.42,3,2,666.999528,1000.5,2000.998585,2001.0,0
0,4,0.0015539999999999,21.65,0.0,3,1,33.666149,101.0,100.998446,101.0,0
0,10,0.28,31239.32,984.92,4,2,0.34,1.5,2.72,3.0,0
0,8,-5.121116224,997.32,84555.41,3,3,2.591529,1.31125,10.36611622,5.245,0
0,93,0.027399237,9.02,12.37,52,8,1.990643,3.4551580000000004,117.44796370000002,117.475363,0
0,5,0.001414909,3.62,0.0,3,2,666.999528,1000.5,2000.998585,2001.0,0
0,4,0.0015539999999999,15.48,0.0,3,1,33.666149,101.0,100.998446,101.0,0
0,10,-2.065204501,63819.21,336.67,5,2,0.458381,0.800922,3.667049401,1.6018449,0
0,4,0.000984218,161.67,0.04,2,2,50.499508,50.5,100.9990158,101.0,0
0,6,0.001886545,5.05,0.0,3,2,500.249528,1000.5,2000.998113,2001.0,0
0,3,0.000984218,157.32,0.0,2,1,50.499508,101.0,100.9990158,101.0,0
0,3,0.001008,36.98,0.0,2,1,14.999496,30.0,29.998992,30.0,0
0,5,0.001414909,3.21,0.38,3,2,666.999528,1000.5,2000.998585,2001.0,0
0,5,0.001506437,108.58,0.82,3,2,33.666165,50.5,100.9984936,101.0,0
